ProductID,ProductName,ProductType,Size,ItemCode,MinOrderQty,EXPORT_pricePerSqm,MASTER_DISTRIBUTOR_pricePerSqm,DEALER_pricePerSqm,DEALER_2_pricePerSqm,Approval_Retail_pricePerSqm,Stage25_pricePerSqm,Stage2_pricePerSqm,Stage15_pricePerSqm,Stage1_pricePerSqm,Retail_pricePerSqm
114,SolviT Sign & Display Media Solvit PolySign 17mil,Solvit PolySign 17mil,"54""x100'",SPOLY17-5410M,1 Roll,2.8,3.4,3.78,3.98,4.76,5.1,5.44,5.78,6.12,6.8
115,SolviT Sign & Display Media Solvit PolySign 17mil,Solvit PolySign 17mil,"60""x100'",SPOLY17-6010M,1 Roll,2.8,3.4,3.78,3.98,4.76,5.1,5.44,5.78,6.12,6.8
116,SolviT Sign & Display Media Solvit SlickStick 5mil Polyester,Solvit SlickStick 5mil Polyester,"54""x100'",SSLIS05-54x100W,1 Roll,5.93,7.2,8,8.42,10.08,10.8,11.52,12.24,12.96,14.4
117,CliQ Aqueous Media CliQ Cold Press Paper 300gsm,CliQ Cold Press Paper 300gsm,"44""x60'",CCLP3004460T,1 Roll,11.32,13.74,15.27,16.08,19.24,20.62,21.99,23.37,24.74,27.49
118,CliQ Aqueous Media CliQ Cold Press Paper 300gsm,CliQ Cold Press Paper 300gsm,"44""x40'",CCLP3004440T,1 Roll,11.32,13.74,15.27,16.08,19.24,20.62,21.99,23.37,24.74,27.49
119,CliQ Aqueous Media CliQ Hot Press Paper 270gsm,CliQ Hot Press Paper 270gsm,"24""x40'",CHOT2702440M,1 Roll,15.14,18.38,20.43,21.5,25.74,27.57,29.41,31.25,33.09,36.77
120,CliQ Aqueous Media CliQ Hot Press Paper 270gsm,CliQ Hot Press Paper 270gsm,"36""x40'",CHOT2703640M,1 Roll,15.14,18.38,20.43,21.5,25.74,27.57,29.41,31.25,33.09,36.77
121,CliQ Aqueous Media CliQ Hot Press Paper 270gsm,CliQ Hot Press Paper 270gsm,"44""x40'",CHOT2704440M,1 Roll,15.14,18.38,20.43,21.5,25.74,27.57,29.41,31.25,33.09,36.77
122,CliQ Aqueous Media CliQ Cotton Rag Paper 300gsm,CliQ Cotton Rag Paper 300gsm,"24""x40'",CCOT3002440T,1 Roll,12.59,15.29,16.99,17.88,21.41,22.94,24.46,25.99,27.52,30.58
123,CliQ Aqueous Media CliQ Cotton Rag Paper 300gsm,CliQ Cotton Rag Paper 300gsm,"36""x40'",CCOT3003640T,1 Roll,12.59,15.29,16.99,17.88,21.41,22.94,24.46,25.99,27.52,30.58
124,CliQ Aqueous Media CliQ Cotton Rag Paper 300gsm,CliQ Cotton Rag Paper 300gsm,"44""x40'",CCOT3004440T,1 Roll,12.59,15.29,16.99,17.88,21.41,22.94,24.46,25.99,27.52,30.58
125,CliQ Aqueous Media CliQ Cotton Rag Paper 300gsm,CliQ Cotton Rag Paper 300gsm,"44""x60'",CCOT3004460T,1 Roll,12.59,15.29,16.99,17.88,21.41,22.94,24.46,25.99,27.52,30.58
126,CliQ Aqueous Media CliQ Inkjet Matte Paper 230gsm,CliQ Inkjet Matte Paper 230gsm,"24""x100'",CMAT2302410M,1 Roll,3.11,3.78,4.2,4.42,5.29,5.67,6.05,6.43,6.8,7.56
127,CliQ Aqueous Media CliQ Inkjet Matte Paper 230gsm,CliQ Inkjet Matte Paper 230gsm,"36""x100'",CMAT2303610M,1 Roll,3.11,3.78,4.2,4.42,5.29,5.67,6.05,6.43,6.8,7.56
128,CliQ Aqueous Media CliQ Inkjet Matte Paper 230gsm,CliQ Inkjet Matte Paper 230gsm,"44""x100'",CMAT2304410M,1 Roll,3.11,3.78,4.2,4.42,5.29,5.67,6.05,6.43,6.8,7.56
129,CliQ Aqueous Media CliQ PETBull 7mil,CliQ PETBull 7mil - Gloss,"36""x100'",CPET0073610G,1 Roll,3.05,3.7,4.11,4.33,5.18,5.55,5.92,6.29,6.66,7.4
130,CliQ Aqueous Media CliQ PETBull 7mil,CliQ PETBull 7mil - Gloss,"44""x100'",CPET0074410G,1 Roll,3.05,3.7,4.11,4.33,5.18,5.55,5.92,6.29,6.66,7.4
,CliQ Aqueous Media CliQ PETBull 7mil,CliQ PETBull 7mil - Satin,"36""x100'",CPET0073610S,1 Roll,,,,,,,,,,
,CliQ Aqueous Media CliQ PETBull 7mil,CliQ PETBull 7mil - Satin,"44""x100'",CPET0074410S,1 Roll,,,,,,,,,,
131,CliQ Aqueous Media CliQ Photo Paper 10.4mil,CliQ Photo Paper 10.4mil - Gloss,"24""x100'",CRCP2422410G,1 Roll,2.77,3.36,3.73,3.93,4.7,5.04,5.38,5.71,6.05,6.72
132,CliQ Aqueous Media CliQ Photo Paper 10.4mil,CliQ Photo Paper 10.4mil - Gloss,"36""x100'",CRCP2423610G,1 Roll,2.77,3.36,3.73,3.93,4.7,5.04,5.38,5.71,6.05,6.72
133,CliQ Aqueous Media CliQ Photo Paper 10.4mil,CliQ Photo Paper 10.4mil - Gloss,"44""x100'",CRCP2424410G,1 Roll,2.77,3.36,3.73,3.93,4.7,5.04,5.38,5.71,6.05,6.72
134,CliQ Aqueous Media CliQ Photo Paper 10.4mil,CliQ Photo Paper 10.4mil - Gloss,"60""x100'",CRCP2426010G,1 Roll,2.77,3.36,3.73,3.93,4.7,5.04,5.38,5.71,6.05,6.72
,CliQ Aqueous Media CliQ Photo Paper 10.4mil,CliQ Photo Paper 10.4mil - Satin,"24""x100'",CRCP2422410S,1 Roll,2.77,3.36,3.73,3.93,4.7,5.04,5.38,5.71,6.05,6.72
,CliQ Aqueous Media CliQ Photo Paper 10.4mil,CliQ Photo Paper 10.4mil - Satin,"36""x100'",CRCP2423610S,1 Roll,2.77,3.36,3.73,3.93,4.7,5.04,5.38,5.71,6.05,6.72
,CliQ Aqueous Media CliQ Photo Paper 10.4mil,CliQ Photo Paper 10.4mil - Satin,"44""x100'",CRCP2424410S,1 Roll,2.77,3.36,3.73,3.93,4.7,5.04,5.38,5.71,6.05,6.72
,CliQ Aqueous Media CliQ Photo Paper 10.4mil,CliQ Photo Paper 10.4mil - Satin,"60""x100'",CRCP2426010S,1 Roll,2.77,3.36,3.73,3.93,4.7,5.04,5.38,5.71,6.05,6.72
144,CliQ Aqueous Media CliQ Self Adhesive Vinyl - 5mil (PVC),CliQ Self Adhesive Vinyl - 5mil (PVC),"36""x60'",CSAV053660M,1 Roll,6.34,7.7,8.56,9.01,10.78,11.55,12.32,13.09,13.86,15.4
145,CliQ Aqueous Media CliQ Self Adhesive Vinyl - 5mil (PVC),CliQ Self Adhesive Vinyl - 5mil (PVC),"42""x60'",CSAV054260M,1 Roll,6.34,7.7,8.56,9.01,10.78,11.55,12.32,13.09,13.86,15.4
146,CliQ Aqueous Media CliQ SlickStick 10.4mil,CliQ SlickStick 10.4mil,"13""x19""",CSLS2421319S,,7.78,9.45,10.5,11.05,13.23,14.17,15.12,16.06,17.01,18.9
147,Rang Print Canvas Rang DL Polyester Canvas 280gsm,Rang DL Polyester Canvas 280gsm,"36""x100'",RDLX2803610M,1 Roll,2.57,3.12,3.47,3.65,4.37,4.68,4.99,5.3,5.62,6.24
148,Rang Print Canvas Rang DL Polyester Canvas 280gsm,Rang DL Polyester Canvas 280gsm,"44""x100'",RDLX2804410M,1 Roll,2.57,3.12,3.47,3.65,4.37,4.68,4.99,5.3,5.62,6.24
149,Rang Print Canvas Rang Duo PolyCotton Canvas 400gsm,Rang Duo PolyCotton Canvas 400gsm,"17""x40'",RDUO4001740M,1 Roll,4.86,5.9,6.56,6.9,8.26,8.85,9.44,10.03,10.62,11.8
150,Rang Print Canvas Rang Duo PolyCotton Canvas 400gsm,Rang Duo PolyCotton Canvas 400gsm,"24""x40'",RDUO4002440M,1 Roll,4.86,5.9,6.56,6.9,8.26,8.85,9.44,10.03,10.62,11.8
151,Rang Print Canvas Rang Duo PolyCotton Canvas 400gsm,Rang Duo PolyCotton Canvas 400gsm,"36""x60'",RDUO4003660M,1 Roll,4.86,5.9,6.56,6.9,8.26,8.85,9.44,10.03,10.62,11.8
152,Rang Print Canvas Rang Duo PolyCotton Canvas 400gsm,Rang Duo PolyCotton Canvas 400gsm,"44""x60'",RDUO4004460M,1 Roll,4.86,5.9,6.56,6.9,8.26,8.85,9.44,10.03,10.62,11.8
153,Rang Print Canvas Rang Duo PolyCotton Canvas 400gsm,Rang Duo PolyCotton Canvas 400gsm,"44""x75'",RDUO4004475M,1 Roll,4.86,5.9,6.56,6.9,8.26,8.85,9.44,10.03,10.62,11.8
154,Rang Print Canvas Rang Duo PolyCotton Canvas 400gsm,Rang Duo PolyCotton Canvas 400gsm,"60""x60'",RDUO4006060M,1 Roll,4.86,5.9,6.56,6.9,8.26,8.85,9.44,10.03,10.62,11.8
155,Rang Print Canvas Rang Duo PolyCotton Canvas 400gsm,Rang Duo PolyCotton Canvas 400gsm,"60""x75'",RDUO4006075M,1 Roll,4.86,5.9,6.56,6.9,8.26,8.85,9.44,10.03,10.62,11.8
156,Rang Print Canvas Rang Duo PolyCotton Canvas 420gsm,Rang Duo PolyCotton Canvas 420gsm,"24""x60'",RDUO4202460S,1 Roll,7.66,9.3,10.33,10.88,13.02,13.95,14.88,15.81,16.74,18.6
157,Rang Print Canvas Rang Duo PolyCotton Canvas 420gsm,Rang Duo PolyCotton Canvas 420gsm,"36""x60'",RDUO4203660S,1 Roll,7.66,9.3,10.33,10.88,13.02,13.95,14.88,15.81,16.74,18.6
158,Rang Print Canvas Rang Duo PolyCotton Canvas 420gsm,Rang Duo PolyCotton Canvas 420gsm,"44""x60'",RDUO4204460S,1 Roll,7.66,9.3,10.33,10.88,13.02,13.95,14.88,15.81,16.74,18.6
159,Rang Print Canvas Rang Duo PolyCotton Canvas 420gsm,Rang Duo PolyCotton Canvas 420gsm,"60""x60'",RDUO4206060S,1 Roll,7.66,9.3,10.33,10.88,13.02,13.95,14.88,15.81,16.74,18.6
160,Rang Print Canvas Rang Lux PolyCotton Canvas 345gsm,Rang Lux PolyCotton Canvas 345gsm,"63""x100'",RLUX3456310S,1 Roll,3.21,3.9,4.33,4.56,5.46,5.85,6.24,6.63,7.02,7.8
161,Rang Print Canvas Rang Lux PolyCotton Canvas 380gsm,Rang Lux PolyCotton Canvas 380gsm,"54""x100'",RLUX3805410M,1 Roll,4.69,5.7,6.33,6.67,7.98,8.55,9.12,9.69,10.26,11.4
162,Rang Print Canvas Rang Lux PolyCotton Canvas 380gsm,Rang Lux PolyCotton Canvas 380gsm,"60""x100'",RLUX3806010M,1 Roll,4.69,5.7,6.33,6.67,7.98,8.55,9.12,9.69,10.26,11.4
163,Rang Print Canvas Rang Lux PolyCotton Canvas 390gsm,Rang Lux PolyCotton Canvas 390gsm,"54""x100'",RLUX3905410G,1 Roll,4.86,5.9,6.56,6.9,8.26,8.85,9.44,10.03,10.62,11.8
164,Rang Print Canvas Rang Lux PolyCotton Canvas 390gsm,Rang Lux PolyCotton Canvas 390gsm,"60""x100'",RLUX3906010G,1 Roll,4.86,5.9,6.56,6.9,8.26,8.85,9.44,10.03,10.62,11.8
165,Screen Printing Positives EiE Inkjet Waterproof Film,EiE Inkjet Waterproof Film,"8.5""x11""",SWPUVSH0811G,100 Sheets,2.06,2.5,2.78,2.92,3.5,3.75,4,4.25,4.5,5
166,Screen Printing Positives EiE Inkjet Waterproof Film,EiE Inkjet Waterproof Film,"8.5""x14""",SWPUVSH0814G,100 Sheets,2.06,2.5,2.78,2.92,3.5,3.75,4,4.25,4.5,5
167,Screen Printing Positives EiE Inkjet Waterproof Film,EiE Inkjet Waterproof Film,"11""x17""",SWPUVSH1117G,100 Sheets,2.06,2.5,2.78,2.92,3.5,3.75,4,4.25,4.5,5
169,Screen Printing Positives EiE Inkjet Waterproof Film,EiE Inkjet Waterproof Film,"13""x19""",SWPUVSH1319G,100 Sheets,2.06,2.5,2.78,2.92,3.5,3.75,4,4.25,4.5,5
170,Screen Printing Positives EiE Inkjet Waterproof Film,EiE Inkjet Waterproof Film,"17""x22""",SWPUVSH1722G,100 Sheets,2.06,2.5,2.78,2.92,3.5,3.75,4,4.25,4.5,5
171,Screen Printing Positives EiE Inkjet Waterproof Film,"EiE Inkjet Waterproof Film - 2"" Core","13""x100'",SWPUV2R1310G,1 Roll,2.06,2.5,2.78,2.92,3.5,3.75,4,4.25,4.5,5
172,Screen Printing Positives EiE Inkjet Waterproof Film,"EiE Inkjet Waterproof Film - 2"" Core","14""x100'",SWPUV2R1410G,1 Roll,2.06,2.5,2.78,2.92,3.5,3.75,4,4.25,4.5,5
173,Screen Printing Positives EiE Inkjet Waterproof Film,"EiE Inkjet Waterproof Film - 2"" Core","24""x100'",SWPUV2R2410G,1 Roll,2.06,2.5,2.78,2.92,3.5,3.75,4,4.25,4.5,5
174,Screen Printing Positives EiE Inkjet Waterproof Film,"EiE Inkjet Waterproof Film - 2"" Core","36""x100'",SWPUV2R3610G,1 Roll,2.06,2.5,2.78,2.92,3.5,3.75,4,4.25,4.5,5
175,Screen Printing Positives EiE Inkjet Waterproof Film,"EiE Inkjet Waterproof Film - 2"" Core","44""x100'",SWPUV2R4410G,1 Roll,2.06,2.5,2.78,2.92,3.5,3.75,4,4.25,4.5,5
176,Screen Printing Positives EiE Inkjet Waterproof Film,"EiE Inkjet Waterproof Film - 2"" Core","50""x100'",SWPUV2R5010G,1 Roll,2.06,2.5,2.78,2.92,3.5,3.75,4,4.25,4.5,5
,Screen Printing Positives EiE Inkjet Waterproof Film,"EiE Inkjet Waterproof Film - 3"" Core","13""x100'",SWPUV3R1310G,1 Roll,2.06,2.5,2.78,2.92,3.5,3.75,4,4.25,4.5,5
,Screen Printing Positives EiE Inkjet Waterproof Film,"EiE Inkjet Waterproof Film - 3"" Core","17""x100'",SWPUV3R1710G,1 Roll,2.06,2.5,2.78,2.92,3.5,3.75,4,4.25,4.5,5
,Screen Printing Positives EiE Inkjet Waterproof Film,"EiE Inkjet Waterproof Film - 3"" Core","24""x100'",SWPUV3R2410G,1 Roll,2.06,2.5,2.78,2.92,3.5,3.75,4,4.25,4.5,5
177,Screen Printing Positives eLe Frosted Laser Film,eLe Frosted Laser Film,"8.5""x11""",SFLFS040811F,100 Sheets,2.22,2.7,3,3.16,3.78,4.05,4.32,4.59,4.86,5.4
178,Screen Printing Positives eLe Frosted Laser Film,eLe Frosted Laser Film,"8.5""x14""",SFLFS040814F,100 Sheets,2.22,2.7,3,3.16,3.78,4.05,4.32,4.59,4.86,5.4
179,Screen Printing Positives eLe Frosted Laser Film,eLe Frosted Laser Film,"11""x17""",SFLFS041117F,100 Sheets,2.22,2.7,3,3.16,3.78,4.05,4.32,4.59,4.86,5.4
180,Screen Printing Positives eLe Frosted Laser Film,eLe Frosted Laser Film,"12""x18""",SFLFS041218F,100 Sheets,2.22,2.7,3,3.16,3.78,4.05,4.32,4.59,4.86,5.4
181,Screen Printing Positives eLe Frosted Laser Film,eLe Frosted Laser Film,"13""x19""",SFLFS041319F,100 Sheets,2.22,2.7,3,3.16,3.78,4.05,4.32,4.59,4.86,5.4
182,Screen Printing Positives eLe Clear Laser Film,eLe Clear Laser Film,"8.5""x11""",SFLCS040811C,100 Sheets,1.98,2.4,2.67,2.81,3.36,3.6,3.84,4.08,4.32,4.8
183,Screen Printing Positives eLe Clear Laser Film,eLe Clear Laser Film,"8.5""x14""",SFLCS040814C,100 Sheets,1.98,2.4,2.67,2.81,3.36,3.6,3.84,4.08,4.32,4.8
184,Screen Printing Positives eLe Clear Laser Film,eLe Clear Laser Film,"11""x17""",SFLCS041117C,100 Sheets,1.98,2.4,2.67,2.81,3.36,3.6,3.84,4.08,4.32,4.8
185,Screen Printing Positives eLe Clear Laser Film,eLe Clear Laser Film,"12""x18""",SFLCS041218C,100 Sheets,1.98,2.4,2.67,2.81,3.36,3.6,3.84,4.08,4.32,4.8
186,Screen Printing Positives eLe Clear Laser Film,eLe Clear Laser Film,"13""x19""",SFLCS041319C,100 Sheets,1.98,2.4,2.67,2.81,3.36,3.6,3.84,4.08,4.32,4.8
187,Offset Printing Plates eLe Polyester Laser Plate MXP,eLe Polyester Laser Plate MXP,"8.5""x15""",OMXP-216x381,100 Sheets,2.59,3.33,3.7,3.9,4.67,5,5.33,5.67,6,6.67
188,Offset Printing Plates eLe Polyester Laser Plate MXP,eLe Polyester Laser Plate MXP,"8.625""x15""",OMXP-219x381,100 Sheets,2.59,3.33,3.7,3.9,4.67,5,5.33,5.67,6,6.67
189,Offset Printing Plates eLe Polyester Laser Plate MXP,eLe Polyester Laser Plate MXP,"10""x15""",OMXP-254x381,100 Sheets,2.59,3.33,3.7,3.9,4.67,5,5.33,5.67,6,6.67
190,Offset Printing Plates eLe Polyester Laser Plate MXP,eLe Polyester Laser Plate MXP,"10""x15.5""",OMXP-254x394,100 Sheets,2.59,3.33,3.7,3.9,4.67,5,5.33,5.67,6,6.67
191,Offset Printing Plates eLe Polyester Laser Plate MXP,eLe Polyester Laser Plate MXP,"11""x18""",OMXP-279x457,100 Sheets,2.59,3.33,3.7,3.9,4.67,5,5.33,5.67,6,6.67
192,Offset Printing Plates eLe Polyester Laser Plate MXP,eLe Polyester Laser Plate MXP,"11""x18.5""",OMXP-279x470,100 Sheets,2.59,3.33,3.7,3.9,4.67,5,5.33,5.67,6,6.67
193,Offset Printing Plates eLe Polyester Laser Plate MXP,eLe Polyester Laser Plate MXP,"12""x18""",OMXP-305x457,100 Sheets,2.59,3.33,3.7,3.9,4.67,5,5.33,5.67,6,6.67
194,Offset Printing Plates eLe Polyester Laser Plate MXP,eLe Polyester Laser Plate MXP,"12""x18.5""",OMXP-305x470,100 Sheets,2.59,3.33,3.7,3.9,4.67,5,5.33,5.67,6,6.67
195,Offset Printing Plates eLe Polyester Laser Plate MXP,eLe Polyester Laser Plate MXP,"12""x19.375""",OMXP-305x492,100 Sheets,2.59,3.33,3.7,3.9,4.67,5,5.33,5.67,6,6.67
196,Offset Printing Plates eLe Polyester Laser Plate MXP,eLe Polyester Laser Plate MXP,"13""x19.375""",OMXP-330x492,100 Sheets,2.59,3.33,3.7,3.9,4.67,5,5.33,5.67,6,6.67
197,Offset Printing Plates eLe Polyester Laser Plate MXP,eLe Polyester Laser Plate MXP,"13""x19.875""",OMXP-330x505,100 Sheets,2.59,3.33,3.7,3.9,4.67,5,5.33,5.67,6,6.67
198,Offset Printing Plates eLe Polyester Laser Plate MXP,eLe Polyester Laser Plate MXP,"13""x21""",OMXP-330x533,100 Sheets,2.59,3.33,3.7,3.9,4.67,5,5.33,5.67,6,6.67
199,DTF Films CoHo DTF Films for Fabrics,CoHo DTF Films for Fabrics,"11.85""x328'",SDTFR0312328,1 Roll,1.19,1.26,0,0,1.77,1.89,2.02,2.14,2.27,2.52
200,DTF Films CoHo DTF Films for Fabrics,CoHo DTF Films for Fabrics,"23.65""x328'",SDTFR0324328,1 Roll,1.19,1.26,0,0,1.77,1.89,2.02,2.14,2.27,2.52
201,DTF Films CoHo DTF Films for Fabrics,CoHo DTF Films for Fabrics,"43.3""x328'",SDTFR0344328,1 Roll,1.19,1.26,0,0,1.77,1.89,2.02,2.14,2.27,2.52
