ProductID,ProductName,ProductType,Size,ItemCode,MinOrderQty,EXPORT_pricePerSqm,MASTER_DISTRIBUTOR_pricePerSqm,DEALER_pricePerSqm,DEALER_2_pricePerSqm,Approval_Retail_pricePerSqm,Stage25_pricePerSqm,Stage2_pricePerSqm,Stage15_pricePerSqm,Stage1_pricePerSqm,Retail_pricePerSqm
143,CliQ Aqueous Medias,CliQ PETBull 7mil - Satin,"44""x100'",CPET0074410S,1 Roll,3.05,3.7,4.11,4.33,5.18,5.55,5.92,6.29,6.66,7.4
144,CliQ Aqueous Medias,CliQ Photo Paper 10.4mil - Gloss,"24""x100'",CRCP2422410G,1 Roll,2.77,3.36,3.73,3.93,4.7,5.04,5.38,5.71,6.05,6.72
145,CliQ Aqueous Medias,CliQ Photo Paper 10.4mil - Gloss,"36""x100'",CRCP2423610G,1 Roll,2.77,3.36,3.73,3.93,4.7,5.04,5.38,5.71,6.05,6.72
146,CliQ Aqueous Medias,CliQ Photo Paper 10.4mil - Gloss,"44""x100'",CRCP2424410G,1 Roll,2.77,3.36,3.73,3.93,4.7,5.04,5.38,5.71,6.05,6.72
147,CliQ Aqueous Medias,CliQ Photo Paper 10.4mil - Gloss,"60""x100'",CRCP2426010G,1 Roll,2.77,3.36,3.73,3.93,4.7,5.04,5.38,5.71,6.05,6.72
148,CliQ Aqueous Medias,CliQ Photo Paper 10.4mil - Satin,"24""x100'",CRCP2422410S,1 Roll,2.77,3.36,3.73,3.93,4.7,5.04,5.38,5.71,6.05,6.72
149,CliQ Aqueous Medias,CliQ Photo Paper 10.4mil - Satin,"36""x100'",CRCP2423610S,1 Roll,2.77,3.36,3.73,3.93,4.7,5.04,5.38,5.71,6.05,6.72
150,CliQ Aqueous Medias,CliQ Photo Paper 10.4mil - Satin,"44""x100'",CRCP2424410S,1 Roll,2.77,3.36,3.73,3.93,4.7,5.04,5.38,5.71,6.05,6.72
151,CliQ Aqueous Medias,CliQ Photo Paper 10.4mil - Satin,"60""x100'",CRCP2426010S,1 Roll,2.77,3.36,3.73,3.93,4.7,5.04,5.38,5.71,6.05,6.72
152,CliQ Aqueous Medias,CliQ Self Adhesive Vinyl - 5mil (PVC),"36""x60'",CSAV053660M,1 Roll,6.34,7.7,8.56,9.01,10.78,11.55,12.32,13.09,13.86,15.4
153,CliQ Aqueous Medias,CliQ Self Adhesive Vinyl - 5mil (PVC),"42""x60'",CSAV054260M,1 Roll,6.34,7.7,8.56,9.01,10.78,11.55,12.32,13.09,13.86,15.4
154,CliQ Aqueous Medias,CliQ SlickStick 10.4mil,"13""x19""",CSLS2421319S,250 Sheets,7.78,9.45,10.5,11.05,13.23,14.17,15.12,16.06,17.01,18.9
155,Rang Print Canvas,Rang DL Polyester Canvas 280gsm,"36""x100'",RDLX2803610M,1 Roll,2.57,3.12,3.47,3.65,4.37,4.68,4.99,5.3,5.62,6.24
156,Rang Print Canvas,Rang DL Polyester Canvas 280gsm,"44""x100'",RDLX2804410M,1 Roll,2.57,3.12,3.47,3.65,4.37,4.68,4.99,5.3,5.62,6.24
157,Rang Print Canvas,Rang Duo PolyCotton Canvas 400gsm,"17""x40'",RDUO4001740M,1 Roll,4.86,5.9,6.56,6.9,8.26,8.85,9.44,10.03,10.62,11.8
158,Rang Print Canvas,Rang Duo PolyCotton Canvas 400gsm,"24""x40'",RDUO4002440M,1 Roll,4.86,5.9,6.56,6.9,8.26,8.85,9.44,10.03,10.62,11.8
159,Rang Print Canvas,Rang Duo PolyCotton Canvas 400gsm,"36""x60'",RDUO4003660M,1 Roll,4.86,5.9,6.56,6.9,8.26,8.85,9.44,10.03,10.62,11.8
160,Rang Print Canvas,Rang Duo PolyCotton Canvas 400gsm,"44""x60'",RDUO4004460M,1 Roll,4.86,5.9,6.56,6.9,8.26,8.85,9.44,10.03,10.62,11.8
161,Rang Print Canvas,Rang Duo PolyCotton Canvas 400gsm,"44""x75'",RDUO4004475M,1 Roll,4.86,5.9,6.56,6.9,8.26,8.85,9.44,10.03,10.62,11.8
162,Rang Print Canvas,Rang Duo PolyCotton Canvas 400gsm,"60""x60'",RDUO4006060M,1 Roll,4.86,5.9,6.56,6.9,8.26,8.85,9.44,10.03,10.62,11.8
163,Rang Print Canvas,Rang Duo PolyCotton Canvas 400gsm,"60""x75'",RDUO4006075M,1 Roll,4.86,5.9,6.56,6.9,8.26,8.85,9.44,10.03,10.62,11.8
164,Rang Print Canvas,Rang Duo PolyCotton Canvas 420gsm,"24""x60'",RDUO4202460S,1 Roll,7.66,9.3,10.33,10.88,13.02,13.95,14.88,15.81,16.74,18.6
165,Rang Print Canvas,Rang Duo PolyCotton Canvas 420gsm,"36""x60'",RDUO4203660S,1 Roll,7.66,9.3,10.33,10.88,13.02,13.95,14.88,15.81,16.74,18.6
166,Rang Print Canvas,Rang Duo PolyCotton Canvas 420gsm,"44""x60'",RDUO4204460S,1 Roll,7.66,9.3,10.33,10.88,13.02,13.95,14.88,15.81,16.74,18.6
167,Rang Print Canvas,Rang Duo PolyCotton Canvas 420gsm,"60""x60'",RDUO4206060S,1 Roll,7.66,9.3,10.33,10.88,13.02,13.95,14.88,15.81,16.74,18.6
168,Rang Print Canvas,Rang Lux PolyCotton Canvas 345gsm,"63""x100'",RLUX3456310S,1 Roll,3.21,3.9,4.33,4.56,5.46,5.85,6.24,6.63,7.02,7.8
169,Rang Print Canvas,Rang Lux PolyCotton Canvas 380gsm,"54""x100'",RLUX3805410M,1 Roll,4.69,5.7,6.33,6.67,7.98,8.55,9.12,9.69,10.26,11.4
170,Rang Print Canvas,Rang Lux PolyCotton Canvas 380gsm,"60""x100'",RLUX3806010M,1 Roll,4.69,5.7,6.33,6.67,7.98,8.55,9.12,9.69,10.26,11.4
171,Rang Print Canvas,Rang Lux PolyCotton Canvas 390gsm,"54""x100'",RLUX3905410G,1 Roll,4.86,5.9,6.56,6.9,8.26,8.85,9.44,10.03,10.62,11.8
172,Rang Print Canvas,Rang Lux PolyCotton Canvas 390gsm,"60""x100'",RLUX3906010G,1 Roll,4.86,5.9,6.56,6.9,8.26,8.85,9.44,10.03,10.62,11.8
173,Screen Printing Positives,EiE Inkjet Waterproof Film,"8.5""x11""",SWPUVSH0811G,100 Sheets,2.06,2.5,2.78,2.92,3.5,3.75,4,4.25,4.5,5
174,Screen Printing Positives,EiE Inkjet Waterproof Film,"8.5""x14""",SWPUVSH0814G,100 Sheets,2.06,2.5,2.78,2.92,3.5,3.75,4,4.25,4.5,5
175,Screen Printing Positives,EiE Inkjet Waterproof Film,"11""x17""",SWPUVSH1117G,100 Sheets,2.06,2.5,2.78,2.92,3.5,3.75,4,4.25,4.5,5
176,Screen Printing Positives,EiE Inkjet Waterproof Film,"13""x19""",SWPUVSH1319G,100 Sheets,2.06,2.5,2.78,2.92,3.5,3.75,4,4.25,4.5,5
177,Screen Printing Positives,EiE Inkjet Waterproof Film,"17""x22""",SWPUVSH1722G,100 Sheets,2.06,2.5,2.78,2.92,3.5,3.75,4,4.25,4.5,5
178,Screen Printing Positives,"EiE Inkjet Waterproof Film - 2"" Core","13""x100'",SWPUV2R1310G,1 Roll,2.06,2.5,2.78,2.92,3.5,3.75,4,4.25,4.5,5
179,Screen Printing Positives,"EiE Inkjet Waterproof Film - 2"" Core","14""x100'",SWPUV2R1410G,1 Roll,2.06,2.5,2.78,2.92,3.5,3.75,4,4.25,4.5,5
180,Screen Printing Positives,"EiE Inkjet Waterproof Film - 2"" Core","24""x100'",SWPUV2R2410G,1 Roll,2.06,2.5,2.78,2.92,3.5,3.75,4,4.25,4.5,5
181,Screen Printing Positives,"EiE Inkjet Waterproof Film - 2"" Core","36""x100'",SWPUV2R3610G,1 Roll,2.06,2.5,2.78,2.92,3.5,3.75,4,4.25,4.5,5
182,Screen Printing Positives,"EiE Inkjet Waterproof Film - 2"" Core","44""x100'",SWPUV2R4410G,1 Roll,2.06,2.5,2.78,2.92,3.5,3.75,4,4.25,4.5,5
183,Screen Printing Positives,"EiE Inkjet Waterproof Film - 2"" Core","50""x100'",SWPUV2R5010G,1 Roll,2.06,2.5,2.78,2.92,3.5,3.75,4,4.25,4.5,5
184,Screen Printing Positives,"EiE Inkjet Waterproof Film - 3"" Core","13""x100'",SWPUV3R1310G,1 Roll,2.06,2.5,2.78,2.92,3.5,3.75,4,4.25,4.5,5
185,Screen Printing Positives,"EiE Inkjet Waterproof Film - 3"" Core","17""x100'",SWPUV3R1710G,1 Roll,2.06,2.5,2.78,2.92,3.5,3.75,4,4.25,4.5,5
186,Screen Printing Positives,"EiE Inkjet Waterproof Film - 3"" Core","24""x100'",SWPUV3R2410G,1 Roll,2.06,2.5,2.78,2.92,3.5,3.75,4,4.25,4.5,5
187,Screen Printing Positives,eLe Frosted Laser Film,"8.5""x11""",SFLFS040811F,100 Sheets,2.22,2.7,3,3.16,3.78,4.05,4.32,4.59,4.86,5.4
188,Screen Printing Positives,eLe Frosted Laser Film,"8.5""x14""",SFLFS040814F,100 Sheets,2.22,2.7,3,3.16,3.78,4.05,4.32,4.59,4.86,5.4
189,Screen Printing Positives,eLe Frosted Laser Film,"11""x17""",SFLFS041117F,100 Sheets,2.22,2.7,3,3.16,3.78,4.05,4.32,4.59,4.86,5.4
190,Screen Printing Positives,eLe Frosted Laser Film,"12""x18""",SFLFS041218F,100 Sheets,2.22,2.7,3,3.16,3.78,4.05,4.32,4.59,4.86,5.4
191,Screen Printing Positives,eLe Frosted Laser Film,"13""x19""",SFLFS041319F,100 Sheets,2.22,2.7,3,3.16,3.78,4.05,4.32,4.59,4.86,5.4
192,Screen Printing Positives,eLe Clear Laser Film,"8.5""x11""",SFLCS040811C,100 Sheets,1.98,2.4,2.67,2.81,3.36,3.6,3.84,4.08,4.32,4.8
193,Screen Printing Positives,eLe Clear Laser Film,"8.5""x14""",SFLCS040814C,100 Sheets,1.98,2.4,2.67,2.81,3.36,3.6,3.84,4.08,4.32,4.8
194,Screen Printing Positives,eLe Clear Laser Film,"11""x17""",SFLCS041117C,100 Sheets,1.98,2.4,2.67,2.81,3.36,3.6,3.84,4.08,4.32,4.8
195,Screen Printing Positives,eLe Clear Laser Film,"12""x18""",SFLCS041218C,100 Sheets,1.98,2.4,2.67,2.81,3.36,3.6,3.84,4.08,4.32,4.8
196,Screen Printing Positives,eLe Clear Laser Film,"13""x19""",SFLCS041319C,100 Sheets,1.98,2.4,2.67,2.81,3.36,3.6,3.84,4.08,4.32,4.8
197,Offset Printing Plates,eLe Polyester Laser Plate MXP,"8.5""x15""",OMXP-216x381,100 Sheets,2.59,3.33,3.7,3.9,4.67,5,5.33,5.67,6,6.67
198,Offset Printing Plates,eLe Polyester Laser Plate MXP,"8.625""x15""",OMXP-219x381,100 Sheets,2.59,3.33,3.7,3.9,4.67,5,5.33,5.67,6,6.67
199,Offset Printing Plates,eLe Polyester Laser Plate MXP,"10""x15""",OMXP-254x381,100 Sheets,2.59,3.33,3.7,3.9,4.67,5,5.33,5.67,6,6.67
200,Offset Printing Plates,eLe Polyester Laser Plate MXP,"10""x15.5""",OMXP-254x394,100 Sheets,2.59,3.33,3.7,3.9,4.67,5,5.33,5.67,6,6.67
201,Offset Printing Plates,eLe Polyester Laser Plate MXP,"11""x18""",OMXP-279x457,100 Sheets,2.59,3.33,3.7,3.9,4.67,5,5.33,5.67,6,6.67
202,Offset Printing Plates,eLe Polyester Laser Plate MXP,"11""x18.5""",OMXP-279x470,100 Sheets,2.59,3.33,3.7,3.9,4.67,5,5.33,5.67,6,6.67
203,Offset Printing Plates,eLe Polyester Laser Plate MXP,"12""x18""",OMXP-305x457,100 Sheets,2.59,3.33,3.7,3.9,4.67,5,5.33,5.67,6,6.67
204,Offset Printing Plates,eLe Polyester Laser Plate MXP,"12""x18.5""",OMXP-305x470,100 Sheets,2.59,3.33,3.7,3.9,4.67,5,5.33,5.67,6,6.67
205,Offset Printing Plates,eLe Polyester Laser Plate MXP,"12""x19.375""",OMXP-305x492,100 Sheets,2.59,3.33,3.7,3.9,4.67,5,5.33,5.67,6,6.67
206,Offset Printing Plates,eLe Polyester Laser Plate MXP,"13""x19.375""",OMXP-330x492,100 Sheets,2.59,3.33,3.7,3.9,4.67,5,5.33,5.67,6,6.67
207,Offset Printing Plates,eLe Polyester Laser Plate MXP,"13""x19.875""",OMXP-330x505,100 Sheets,2.59,3.33,3.7,3.9,4.67,5,5.33,5.67,6,6.67
208,Offset Printing Plates,eLe Polyester Laser Plate MXP,"13""x21""",OMXP-330x533,100 Sheets,2.59,3.33,3.7,3.9,4.67,5,5.33,5.67,6,6.67
209,DTF Film ,CoHo DTF Films for Fabrics,"11.85""x328'",SDTFR0312328,1 Roll,1.19,1.26,0,0,1.77,1.89,2.02,2.14,2.27,2.52
210,DTF Film ,CoHo DTF Films for Fabrics,"23.65""x328'",SDTFR0324328,1 Roll,1.19,1.26,0,0,1.77,1.89,2.02,2.14,2.27,2.52
211,DTF Film ,CoHo DTF Films for Fabrics,"43.3""x328'",SDTFR0344328,1 Roll,1.19,1.26,0,0,1.77,1.89,2.02,2.14,2.27,2.52
