ProductID,ProductName,ProductType,Size,ItemCode,MinOrderQty,EXPORT_pricePerSqm,MASTER_DISTRIBUTOR_pricePerSqm,DEALER_pricePerSqm,DEALER_2_pricePerSqm,Approval_Retail_pricePerSqm,Stage25_pricePerSqm,Stage2_pricePerSqm,Stage15_pricePerSqm,Stage1_pricePerSqm,Retail_pricePerSqm
11,Graffiti Polyester Paper,Graffiti Polyester Paper 10mil,"11""x17""",GOSF10-11x17,50 Sheets,4.32,5.24,5.82,6.13,6.81,7.3,7.78,8.27,8.76,9.73
12,Graffiti Polyester Paper,Graffiti Polyester Paper 10mil,"12""x18""",GOSF10-12x18,50 Sheets,4.32,5.24,5.82,6.13,6.81,7.3,7.78,8.27,8.76,9.73
13,Graffiti Polyester Paper,Graffiti Polyester Paper 10mil,"13""x19""",GOSF10-13x19,50 Sheets,4.32,5.24,5.82,6.13,6.81,7.3,7.78,8.27,8.76,9.73
14,Graffiti Polyester Paper,Graffiti Polyester Paper 11mil,"8.5""x11""",GOSF11-08x11,50 Sheets,4.6,5.58,6.2,6.53,7.81,8.37,8.93,9.49,10.04,11.16
15,Graffiti Polyester Paper,Graffiti Polyester Paper 11mil,"11""x17""",GOSF11-11x17,50 Sheets,4.6,5.58,6.2,6.53,7.81,8.37,8.93,9.49,10.04,11.16
16,Graffiti Polyester Paper,Graffiti Polyester Paper 11mil,"12""x18""",GOSF11-12x18,50 Sheets,4.6,5.58,6.2,6.53,7.81,8.37,8.93,9.49,10.04,11.16
17,Graffiti Polyester Paper,Graffiti Polyester Paper 11mil,"13""x19""",GOSF11-13x19,50 Sheets,4.6,5.58,6.2,6.53,7.81,8.37,8.93,9.49,10.04,11.16
18,Graffiti Polyester Paper,Graffiti Polyester Paper 11mil,"14.33""x20.5""",GOSF11-14x20,50 Sheets,4.6,5.58,6.2,6.53,7.81,8.37,8.93,9.49,10.04,11.16
19,Graffiti Polyester Paper,Graffiti Polyester Paper 11mil,"14.33""x26""",GOSF11-14x26,50 Sheets,4.6,5.58,6.2,6.53,7.81,8.37,8.93,9.49,10.04,11.16
20,Graffiti Polyester Paper,Graffiti Polyester Paper 11mil,"20.9""x29.5""",GOSF11-21x30,50 Sheets,4.6,5.58,6.2,6.53,7.81,8.37,8.93,9.49,10.04,11.16
21,Graffiti Polyester Paper,Graffiti BlockOut Polyester 11mil,"13""x19""",GOBO11-13x19,50 Sheets,4.86,5.9,6.56,6.9,8.26,8.85,9.44,10.03,10.62,11.8
22,Graffiti Polyester Paper,Graffiti BlockOut Polyester 11mil,"20.9""x29.5""",GOBO11-21x30,50 Sheets,4.86,5.9,6.56,6.9,8.26,8.85,9.44,10.03,10.62,11.8
23,Graffiti Polyester Paper,Graffiti Polyester Paper 14mil,"11""x17""",GOSF14-11x17,25 Sheets,6.14,7.46,8.29,8.73,9.1,9.75,10.4,11.05,11.7,13
24,Graffiti Polyester Paper,Graffiti Polyester Paper 14mil,"12""x18""",GOSF14-12x18,25 Sheets,6.14,7.46,8.29,8.73,9.1,9.75,10.4,11.05,11.7,13
25,Graffiti Polyester Paper,Graffiti Polyester Paper 14mil,"13""x19""",GOSF14-13x19,25 Sheets,6.14,7.46,8.29,8.73,9.1,9.75,10.4,11.05,11.7,13
26,Graffiti Polyester Paper,Graffiti Polyester Paper 14mil,"14.33""x20.5""",GOSF14-14x20,25 Sheets,6.14,7.46,8.29,8.73,9.1,9.75,10.4,11.05,11.7,13
27,Graffiti Polyester Paper,Graffiti Polyester Paper 14mil,"14.33""x26""",GOSF14-14x26,25 Sheets,6.14,7.46,8.29,8.73,9.1,9.75,10.4,11.05,11.7,13
28,Graffiti Polyester Paper,Graffiti Metallic Gold 8mil,"13""x19""",GMEG08-13x19,50 Sheets,5.76,7,7.78,8.19,9.8,10.5,11.2,11.9,12.6,14
29,Graffiti Polyester Paper,Graffiti Metallic Gold 11mil,"13""x19""",GMEG11-13x19,50 Sheets,8.24,10,11.11,11.7,14,15,16,17,18,20
30,Graffiti Polyester Paper,Graffiti Metallic Silver 8mil,"13""x19""",GMES08-13x19,50 Sheets,5.76,7,7.78,8.19,9.8,10.5,11.2,11.9,12.6,14
31,Graffiti Polyester Paper,Graffiti Metallic Silver 11mil,"13""x19""",GMES11-13X19,50 Sheets,8.24,10,11.11,11.7,14,15,16,17,18,20
32,Graffiti Polyester Paper,Graffiti Metallic Rose 8mil,"13""x19""",GMER08-13X19,50 Sheets,6.09,7.4,8.22,8.65,10.36,11.1,11.84,12.58,13.32,14.8
33,Graffiti Polyester Paper,Graffiti Metallic Rose 11mil,"13""x19""",GMER11-13X19,50 Sheets,8.24,10,11.11,11.7,14,15,16,17,18,20
34,Graffiti Polyester Paper,Graffiti Metallic Mirror 8mil,"13""x19""",GMEM08-13X19,50 Sheets,5.44,6.6,7.33,7.72,9.24,9.9,10.56,11.22,11.88,13.2
35,Graffiti Polyester Paper,Graffiti Backlit Film 8mil,"13""x19""",GBAC08-13X19,50 Sheets,3.62,4.4,4.89,5.15,6.16,6.6,7.04,7.48,7.92,8.8
36,Graffiti Polyester Paper,Graffiti Backlit Film 8mil,"12""x18""",GBAC08-12X18,50 Sheets,3.62,4.4,4.89,5.15,6.16,6.6,7.04,7.48,7.92,8.8
37,Graffiti Polyester Paper,Graffiti Backlit Film 8mil,"14.33""x20.5""",GBAC08-14X20,50 Sheets,3.62,4.4,4.89,5.15,6.16,6.6,7.04,7.48,7.92,8.8
38,Graffiti Polyester Paper,Graffiti Frosted Film 4mil,"8.5""x11""",SFLFS04-08X11,100 Sheets,1.65,2,2.22,2.34,2.8,3,3.2,3.4,3.6,4
39,Graffiti Polyester Paper,Graffiti Frosted Film 4mil,"11""x17""",SFLFS04-11X17,100 Sheets,1.65,2,2.22,2.34,2.8,3,3.2,3.4,3.6,4
40,Graffiti Polyester Paper,Graffiti Frosted Film 4mil,"12""x18""",SFLFS04-12X18,100 Sheets,1.65,2,2.22,2.34,2.8,3,3.2,3.4,3.6,4
41,Graffiti Polyester Paper,Graffiti Frosted Film 4mil,"13""x19""",SFLFS04-13X19,100 Sheets,1.65,2,2.22,2.34,2.8,3,3.2,3.4,3.6,4
42,Graffiti Polyester Paper,Graffiti Frosted Film 4mil,"8.5""x14""",SFLFS04-08X14,100 Sheets,1.65,2,2.22,2.34,2.8,3,3.2,3.4,3.6,4
43,Graffiti Polyester Paper,Graffiti Frosted Film 11mil,"13""x19""",GFRO11-13X19,50 Sheets,3.95,4.8,5.33,5.61,6.72,7.2,7.68,8.16,8.64,9.6
44,Graffiti Polyester Paper,Graffiti Clear Film - 4mil,"13""x19""",SFLCS04-13X19,100 Sheets,1.81,2.2,2.44,2.57,3.08,3.3,3.52,3.74,3.96,4.4
45,Graffiti Polyester Paper,Graffiti Clear Film - 4mil,"8.5""x14""",SFLCS04-08X14,100 Sheets,1.81,2.2,2.44,2.57,3.08,3.3,3.52,3.74,3.96,4.4
46,Graffiti Polyester Paper,Graffiti Clear Film - 4mil,"11""x17""",SFLCS04-11X17,100 Sheets,1.81,2.2,2.44,2.57,3.08,3.3,3.52,3.74,3.96,4.4
47,Graffiti Polyester Paper,Graffiti Clear Film - 4mil,"12""x18""",SFLCS04-12X18,100 Sheets,1.81,2.2,2.44,2.57,3.08,3.3,3.52,3.74,3.96,4.4
48,Graffiti Polyester Paper,Graffiti Clear Film 10mil,"13""x19""",GCLE10-13X19,50 Sheets,3.95,4.8,5.33,5.61,6.72,7.2,7.68,8.16,8.64,9.6
49,Graffiti Polyester Paper,Graffiti Clear Film 10mil,"12""x18""",GCLE10-12X18,50 Sheets,3.95,4.8,5.33,5.61,6.72,7.2,7.68,8.16,8.64,9.6
50,Graffiti Polyester Paper,Graffiti AuraBoard - Silver,"13""x19""",GAURA301-13X19,100 Sheets,4.86,5.9,6.56,6.9,8.26,8.85,9.44,10.03,10.62,11.8
51,Graffiti Polyester Paper,Graffiti AuraBoard - Holographics,"13""x19""",GAURA301-13X19,100 Sheets,6.92,8.4,9.33,9.82,11.76,12.6,13.44,14.28,15.12,16.8
52,Graffiti Polyester Paper,DIGITAL FABRICS - 12 Oz,"13""x19""",GCAN12-13X19,200 Sheets,6.59,8,8.89,9.36,11.2,12,12.8,13.6,14.4,16
53,Graffiti Blended Poly,Graffiti Blended Poly 8mil,"12""x18""",GPOLY081218B,500 Sheets,1.98,2.4,2.67,2.81,3.36,3.6,3.84,4.08,4.32,4.8
54,Graffiti Blended Poly,Graffiti Blended Poly 8mil,"13""x19""",GPOLY081319B,500 Sheets,1.98,2.4,2.67,2.81,3.36,3.6,3.84,4.08,4.32,4.8
55,Graffiti Blended Poly,Graffiti Blended Poly 8mil,"20.9""x29.5""",GPOLY082130B,500 Sheets,1.98,2.4,2.67,2.81,3.36,3.6,3.84,4.08,4.32,4.8
56,Graffiti Blended Poly,Graffiti Blended Poly 8mil,"28""x40""",GPOLY082840B,500 Sheets,1.98,2.4,2.67,2.81,3.36,3.6,3.84,4.08,4.32,4.8
57,Graffiti Blended Poly,Graffiti Blended Poly 11mil,"12""x18""",GPOLY111218B,500 Sheets,2.64,3.2,3.56,3.74,4.48,4.8,5.12,5.44,5.76,6.4
58,Graffiti Blended Poly,Graffiti Blended Poly 11mil,"13""x19""",GPOLY111319B,500 Sheets,2.64,3.2,3.56,3.74,4.48,4.8,5.12,5.44,5.76,6.4
59,Graffiti Blended Poly,Graffiti Blended Poly 11mil,"20.9""x29.5""",GPOLY112130B,500 Sheets,2.64,3.2,3.56,3.74,4.48,4.8,5.12,5.44,5.76,6.4
60,Graffiti Blended Poly,Graffiti Blended Poly 11mil,"28""x40""",GPOLY112840B,500 Sheets,2.64,3.2,3.56,3.74,4.48,4.8,5.12,5.44,5.76,6.4
61,Graffiti Blended Poly,Graffiti Blended Poly 14mil,"12""x18""",GPOLY141218B,400 Sheets,3.13,3.8,4.22,4.44,5.32,5.7,6.08,6.46,6.84,7.6
62,Graffiti Blended Poly,Graffiti Blended Poly 14mil,"13""x19""",GPOLY141319B,400 Sheets,3.13,3.8,4.22,4.44,5.32,5.7,6.08,6.46,6.84,7.6
63,Graffiti Blended Poly,Graffiti Blended Poly 14mil,"20.9""x29.5""",GPOLY142130B,400 Sheets,3.13,3.8,4.22,4.44,5.32,5.7,6.08,6.46,6.84,7.6
64,Graffiti Blended Poly,Graffiti Blended Poly 14mil,"28""x40""",GPOLY142840B,400 Sheets,3.13,3.8,4.22,4.44,5.32,5.7,6.08,6.46,6.84,7.6
65,Graffiti SOFT Poly,Graffiti SOFT Poly 8mil,"12""x18""",GPOLY081218M,500 Sheets,1.98,2.4,2.67,2.81,3.36,3.6,3.84,4.08,4.32,4.8
66,Graffiti SOFT Poly,Graffiti SOFT Poly 8mil,"13""x19""",GPOLY081319M,500 Sheets,1.98,2.4,2.67,2.81,3.36,3.6,3.84,4.08,4.32,4.8
67,Graffiti SOFT Poly,Graffiti SOFT Poly 8mil,"20.9""x29.5""",GPOLY082130M,500 Sheets,1.98,2.4,2.67,2.81,3.36,3.6,3.84,4.08,4.32,4.8
68,Graffiti SOFT Poly,Graffiti SOFT Poly 8mil,"28""x40""",GPOLY082840M,500 Sheets,1.98,2.4,2.67,2.81,3.36,3.6,3.84,4.08,4.32,4.8
69,Graffiti SOFT Poly,Graffiti SOFT Poly 11mil,"12""x18""",GPOLY111218M,500 Sheets,2.64,3.2,3.56,3.74,4.48,4.8,5.12,5.44,5.76,6.4
70,Graffiti SOFT Poly,Graffiti SOFT Poly 11mil,"13""x19""",GPOLY111319M,500 Sheets,2.64,3.2,3.56,3.74,4.48,4.8,5.12,5.44,5.76,6.4
71,Graffiti SOFT Poly,Graffiti SOFT Poly 11mil,"20.9""x29.5""",GPOLY112130M,500 Sheets,2.64,3.2,3.56,3.74,4.48,4.8,5.12,5.44,5.76,6.4
72,Graffiti SOFT Poly,Graffiti SOFT Poly 11mil,"28""x40""",GPOLY112840M,500 Sheets,2.64,3.2,3.56,3.74,4.48,4.8,5.12,5.44,5.76,6.4
73,Graffiti SOFT Poly,Graffiti SOFT Poly 14mil,"12""x18""",GPOLY141218M,400 Sheets,3.13,3.8,4.22,4.44,5.32,5.7,6.08,6.46,6.84,7.6
74,Graffiti SOFT Poly,Graffiti SOFT Poly 14mil,"13""x19""",GPOLY141319M,400 Sheets,3.13,3.8,4.22,4.44,5.32,5.7,6.08,6.46,6.84,7.6
75,Graffiti SOFT Poly,Graffiti SOFT Poly 14mil,"20.9""x29.5""",GPOLY142130M,400 Sheets,3.13,3.8,4.22,4.44,5.32,5.7,6.08,6.46,6.84,7.6
76,Graffiti SOFT Poly,Graffiti SOFT Poly 14mil,"28""x40""",GPOLY142840M,400 Sheets,3.13,3.8,4.22,4.44,5.32,5.7,6.08,6.46,6.84,7.6
77,Graffiti STICK,Graffiti COOLStick - 4mil - No Slits,"8.5""x11""",GSCOL040811W,100 Sheets,1.56,1.9,2.11,2.22,2.66,2.85,3.04,3.23,3.42,3.8
78,Graffiti STICK,Graffiti COOLStick - 4mil - No Slits,"12x18""",GSCOL041218W,100 Sheets,1.56,1.9,2.11,2.22,2.66,2.85,3.04,3.23,3.42,3.8
79,Graffiti STICK,Graffiti COOLStick - 4mil - Slits,"12x18""",GSCOL041218S,100 Sheets,1.56,1.9,2.11,2.22,2.66,2.85,3.04,3.23,3.42,3.8
80,Graffiti STICK,Graffiti COOLStick - 4mil - No Slits,"13x19""",GSCOL041319W,100 Sheets,1.56,1.9,2.11,2.22,2.66,2.85,3.04,3.23,3.42,3.8
81,Graffiti STICK,Graffiti COOLStick - 4mil - Slits,"13x19""",GSCOL041319S,100 Sheets,1.56,1.9,2.11,2.22,2.66,2.85,3.04,3.23,3.42,3.8
82,Graffiti STICK,Graffiti COOLStick - 4mil,"20.9""x29.5""",GSCLR042130C,100 Sheets,1.56,1.9,2.11,2.22,2.66,2.85,3.04,3.23,3.42,3.8
83,Graffiti STICK,Graffiti CLEARStick - 4mil,"13""x19""",GSCLR041319C,100 Sheets,2.39,2.9,3.22,3.39,4.06,4.35,4.64,4.93,5.22,5.8
84,Graffiti STICK,Graffiti SILVERStick - 4mil,"13""x19""",GSSILS041319S,100 Sheets,2.31,2.8,3.11,3.27,3.92,4.2,4.48,4.76,5.04,5.6
85,Graffiti STICK,Graffiti PAPERStick - 4mil - Slits,"12x18""",GSPAP041218S,100 Sheets,1.32,1.6,1.78,1.87,2.24,2.4,2.56,2.72,2.88,3.2
86,Graffiti STICK,Graffiti PAPERStick - 4mil - No Slits,"13x19""",GSPAP041319W,100 Sheets,1.32,1.6,1.78,1.87,2.24,2.4,2.56,2.72,2.88,3.2
87,Graffiti STICK,Graffiti PAPERStick - 4mil - Slits,"13x19""",GSPAP041319S,100 Sheets,1.32,1.6,1.78,1.87,2.24,2.4,2.56,2.72,2.88,3.2
88,Graffiti STICK,Graffiti PAPERStick - 4mil,"20.9""x29.5""",GSPAP042130S,100 Sheets,1.32,1.6,1.78,1.87,2.24,2.4,2.56,2.72,2.88,3.2
89,Graffiti STICK,Graffiti MAGNETICS - 16mil,"13""x19""",GSMAG1613x19L,100 Sheets,9.77,11.86,13.18,13.87,16.6,17.79,18.98,20.16,21.35,23.72
90,Graffiti STICK,Graffiti DURAStick - 6mil,"13""x19""",GSDUR061319W2,200 Sheets,2.47,3,3.33,3.51,4.2,4.5,4.8,5.1,5.4,6
91,Graffiti STICK,Graffiti SlickStick Clear - 6mil,"13""x19""",GSSLI061319C,100 Sheets,8.21,9.96,11.07,11.65,13.95,14.95,15.94,16.94,17.94,19.93
92,Graffiti STICK,Graffiti SlickStick White - 6mil,"13""x19""",GSSLI061319W,100 Sheets,8.21,9.96,11.07,11.65,13.95,14.95,15.94,16.94,17.94,19.93
93,Solvit Sign & Display Media,Solvit One Way Vision Film 7mil - 60:40,"54""x100'",SOWVB645410S,1 Roll,3.62,4.4,4.89,5.15,6.16,6.6,7.04,7.48,7.92,8.8
94,Solvit Sign & Display Media,Solvit One Way Vision Film 7mil - 60:40,"60""x100'",SOWVB646010S,1 Roll,3.62,4.4,4.89,5.15,6.16,6.6,7.04,7.48,7.92,8.8
95,Solvit Sign & Display Media,Solvit One Way Vision Film 7mil - 70:30,"54""x100'",SOWVB735410S,1 Roll,3.62,4.4,4.89,5.15,6.16,6.6,7.04,7.48,7.92,8.8
96,Solvit Sign & Display Media,Solvit One Way Vision Film 7mil - 70:30,"60""x100'",SOWVB736010S,1 Roll,3.62,4.4,4.89,5.15,6.16,6.6,7.04,7.48,7.92,8.8
97,Solvit Sign & Display Media,Solvit Polyester (Grey Back) Banner 8mil,"38""x100'",SPETG083810L,1 Roll,3.21,3.9,4.33,4.56,5.46,5.85,6.24,6.63,7.02,7.8
98,Solvit Sign & Display Media,Solvit Polyester (Grey Back) Banner 8mil,"38""x165'",SPETG083816L,1 Roll,3.21,3.9,4.33,4.56,5.46,5.85,6.24,6.63,7.02,7.8
99,Solvit Sign & Display Media,Solvit Polyester (Grey Back) Banner 8mil,"54""x100'",SPETG085410L,1 Roll,3.21,3.9,4.33,4.56,5.46,5.85,6.24,6.63,7.02,7.8
100,Solvit Sign & Display Media,Solvit Polyester (White Back) Banner 8mil,"38""x100'",SPETW083810M,1 Roll,3.05,3.7,4.11,4.33,5.18,5.55,5.92,6.29,6.66,7.4
101,Solvit Sign & Display Media,Solvit Polyester (Grey Back) Banner 10mil,"38""x100'",SPETG103810L,1 Roll,4.04,4.9,5.44,5.73,6.86,7.35,7.84,8.33,8.82,9.8
102,Solvit Sign & Display Media,Solvit PVC Banner 13 Oz (840x840) - Gloss,"38""x150'",SPVC8133815G,1 Roll,1.37,1.66,1.84,1.94,2.32,2.49,2.66,2.82,2.99,3.32
103,Solvit Sign & Display Media,Solvit PVC Banner 13 Oz (840x840) - Gloss,"54""x150'",SPVC8135415G,1 Roll,1.37,1.66,1.84,1.94,2.32,2.49,2.66,2.82,2.99,3.32
104,Solvit Sign & Display Media,Solvit PVC Banner 13 Oz (840x840) - Gloss,"63""x140'",SPVC8136314G,1 Roll,1.37,1.66,1.84,1.94,2.32,2.49,2.66,2.82,2.99,3.32
105,Solvit Sign & Display Media,Solvit PVC Banner 13 Oz (840x840) - Matte,"38""x150'",SPVC8133815M,1 Roll,1.37,1.66,1.84,1.94,2.32,2.49,2.66,2.82,2.99,3.32
106,Solvit Sign & Display Media,Solvit PVC Banner 13 Oz (840x840) - Matte,"54""x150'",SPVC8135415M,1 Roll,1.37,1.66,1.84,1.94,2.32,2.49,2.66,2.82,2.99,3.32
107,Solvit Sign & Display Media,Solvit PVC Banner 13 Oz (840x840) - Matte,"63""x140'",SPVC8136314M,1 Roll,1.37,1.66,1.84,1.94,2.32,2.49,2.66,2.82,2.99,3.32
108,Solvit Sign & Display Media,Solvit Poster Paper 175gsm,"50""x150'",SPOP1755015S,1 Roll,1.07,1.3,1.44,1.52,1.82,1.95,2.08,2.21,2.34,2.6
109,Solvit Sign & Display Media,Solvit Poster Paper 175gsm,"54""x150'",SPOP1755415S,1 Roll,1.07,1.3,1.44,1.52,1.82,1.95,2.08,2.21,2.34,2.6
110,Solvit Sign & Display Media,Solvit Poster Paper 175gsm,"60""x150'",SPOP1756015S,1 Roll,1.07,1.3,1.44,1.52,1.82,1.95,2.08,2.21,2.34,2.6
111,Solvit Sign & Display Media,Solvit Backlit Film 8mil,"54""x100'",SBACW085410M,1 Roll,2.96,3.6,4,4.21,5.04,5.4,5.76,6.12,6.48,7.2
112,Solvit Sign & Display Media,Solvit Backlit Film 8mil,"60""x100'",SBACW086010M,1 Roll,2.96,3.6,4,4.21,5.04,5.4,5.76,6.12,6.48,7.2
113,Solvit Sign & Display Media,Solvit Self Adhesive Vinyl - 4mil - Gloss,"54""x150'",SSAVG045415G,1 Roll,1.32,1.6,1.78,1.87,2.24,2.4,2.56,2.72,2.88,3.2
114,Solvit Sign & Display Media,Solvit Self Adhesive Vinyl - 4mil - Gloss,"60""x150'",SSAVG046015G,1 Roll,1.32,1.6,1.78,1.87,2.24,2.4,2.56,2.72,2.88,3.2
115,Solvit Sign & Display Media,Solvit Self Adhesive Vinyl - 4mil - Matte,"54""x150'",SSAVG045415M,1 Roll,1.32,1.6,1.78,1.87,2.24,2.4,2.56,2.72,2.88,3.2
116,Solvit Sign & Display Media,Solvit Self Adhesive Vinyl - 4mil - Matte,"60""x150'",SSAVG046015M,1 Roll,1.32,1.6,1.78,1.87,2.24,2.4,2.56,2.72,2.88,3.2
117,Solvit Sign & Display Media,Solvit Self Adhesive Vinyl - 6mil - Gloss,"54""x100'",SSAVW065410G,1 Roll,2.64,3.2,3.56,3.74,4.48,4.8,5.12,5.44,5.76,6.4
118,Solvit Sign & Display Media,Solvit Self Adhesive Vinyl - 6mil - Gloss,"60""x100'",SSAVW066010G,1 Roll,2.64,3.2,3.56,3.74,4.48,4.8,5.12,5.44,5.76,6.4
119,Solvit Sign & Display Media,Solvit Self Adhesive Vinyl - 6mil - Matte,"54""x100'",SSAVW065410M,1 Roll,2.64,3.2,3.56,3.74,4.48,4.8,5.12,5.44,5.76,6.4
120,Solvit Sign & Display Media,Solvit Self Adhesive Vinyl - 6mil - Matte,"60""x100'",SSAVW066010M,1 Roll,2.64,3.2,3.56,3.74,4.48,4.8,5.12,5.44,5.76,6.4
121,Solvit Sign & Display Media,Solvit PolySign 11mil,"38""x100'",SPOLY11-3810M,1 Roll,1.81,2.2,2.44,2.57,3.08,3.3,3.52,3.74,3.96,4.4
122,Solvit Sign & Display Media,Solvit PolySign 11mil,"54""x150'",SPOLY11-5415M,1 Roll,1.81,2.2,2.44,2.57,3.08,3.3,3.52,3.74,3.96,4.4
123,Solvit Sign & Display Media,Solvit PolySign 11mil,"60""x150'",SPOLY11-6015M,1 Roll,1.81,2.2,2.44,2.57,3.08,3.3,3.52,3.74,3.96,4.4
124,Solvit Sign & Display Media,Solvit PolySign 17mil,"38""x100'",SPOLY17-3810M,1 Roll,2.8,3.4,3.78,3.98,4.76,5.1,5.44,5.78,6.12,6.8
125,Solvit Sign & Display Media,Solvit PolySign 17mil,"54""x100'",SPOLY17-5410M,1 Roll,2.8,3.4,3.78,3.98,4.76,5.1,5.44,5.78,6.12,6.8
126,Solvit Sign & Display Media,Solvit PolySign 17mil,"60""x100'",SPOLY17-6010M,1 Roll,2.8,3.4,3.78,3.98,4.76,5.1,5.44,5.78,6.12,6.8
127,Solvit Sign & Display Media,Solvit SlickStick 5mil Polyester,"54""x100'",SSLIS05-54x100W,1 Roll,5.93,7.2,8,8.42,10.08,10.8,11.52,12.24,12.96,14.4
128,CliQ Aqueous Medias,CliQ Cold Press Paper 300gsm,"44""x60'",CCLP3004460T,1 Roll,11.32,13.74,15.27,16.08,19.24,20.62,21.99,23.37,24.74,27.49
129,CliQ Aqueous Medias,CliQ Cold Press Paper 300gsm,"44""x40'",CCLP3004440T,1 Roll,11.32,13.74,15.27,16.08,19.24,20.62,21.99,23.37,24.74,27.49
130,CliQ Aqueous Medias,CliQ Hot Press Paper 270gsm,"24""x40'",CHOT2702440M,1 Roll,15.14,18.38,20.43,21.5,25.74,27.57,29.41,31.25,33.09,36.77
131,CliQ Aqueous Medias,CliQ Hot Press Paper 270gsm,"36""x40'",CHOT2703640M,1 Roll,15.14,18.38,20.43,21.5,25.74,27.57,29.41,31.25,33.09,36.77
132,CliQ Aqueous Medias,CliQ Hot Press Paper 270gsm,"44""x40'",CHOT2704440M,1 Roll,15.14,18.38,20.43,21.5,25.74,27.57,29.41,31.25,33.09,36.77
133,CliQ Aqueous Medias,CliQ Cotton Rag Paper 300gsm,"24""x40'",CCOT3002440T,1 Roll,12.59,15.29,16.99,17.88,21.41,22.94,24.46,25.99,27.52,30.58
134,CliQ Aqueous Medias,CliQ Cotton Rag Paper 300gsm,"36""x40'",CCOT3003640T,1 Roll,12.59,15.29,16.99,17.88,21.41,22.94,24.46,25.99,27.52,30.58
135,CliQ Aqueous Medias,CliQ Cotton Rag Paper 300gsm,"44""x40'",CCOT3004440T,1 Roll,12.59,15.29,16.99,17.88,21.41,22.94,24.46,25.99,27.52,30.58
136,CliQ Aqueous Medias,CliQ Cotton Rag Paper 300gsm,"44""x60'",CCOT3004460T,1 Roll,12.59,15.29,16.99,17.88,21.41,22.94,24.46,25.99,27.52,30.58
137,CliQ Aqueous Medias,CliQ Inkjet Matte Paper 230gsm,"24""x100'",CMAT2302410M,1 Roll,3.11,3.78,4.2,4.42,5.29,5.67,6.05,6.43,6.8,7.56
138,CliQ Aqueous Medias,CliQ Inkjet Matte Paper 230gsm,"36""x100'",CMAT2303610M,1 Roll,3.11,3.78,4.2,4.42,5.29,5.67,6.05,6.43,6.8,7.56
139,CliQ Aqueous Medias,CliQ Inkjet Matte Paper 230gsm,"44""x100'",CMAT2304410M,1 Roll,3.11,3.78,4.2,4.42,5.29,5.67,6.05,6.43,6.8,7.56
140,CliQ Aqueous Medias,CliQ PETBull 7mil - Gloss,"36""x100'",CPET0073610G,1 Roll,3.05,3.7,4.11,4.33,5.18,5.55,5.92,6.29,6.66,7.4
141,CliQ Aqueous Medias,CliQ PETBull 7mil - Gloss,"44""x100'",CPET0074410G,1 Roll,3.05,3.7,4.11,4.33,5.18,5.55,5.92,6.29,6.66,7.4
142,CliQ Aqueous Medias,CliQ PETBull 7mil - Satin,"36""x100'",CPET0073610S,1 Roll,3.05,3.7,4.11,4.33,5.18,5.55,5.92,6.29,6.66,7.4
